Timestamp,Temperature,Humidity
2025-09-09 00:00:00,25.993428306022466,60.21886056768533
2025-09-09 00:01:00,24.72347139765763,61.25983335390765
2025-09-09 00:02:00,26.295377076201383,61.51841394824986
2025-09-09 00:03:00,28.04605971281605,60.584574247661784
2025-09-09 00:04:00,24.531693250553328,57.478814638809155
2025-09-09 00:05:00,24.53172608610164,58.358486877118935
2025-09-09 00:06:00,28.158425631014783,59.45085771890993
2025-09-09 00:07:00,26.534869458305817,60.260137172671506
2025-09-09 00:08:00,24.061051228130097,61.49956975854705
2025-09-09 00:09:00,26.08512008717193,67.16290293772347
2025-09-09 00:10:00,35.0,20.0
2025-09-09 00:11:00,24.068540492859487,62.736861033931454
2025-09-09 00:12:00,25.48392454313207,61.66604125542037
2025-09-09 00:13:00,21.173439510684403,63.2160627472694
2025-09-09 00:14:00,21.550164334973935,61.09437934323234
2025-09-09 00:15:00,23.875424941518055,62.08022597022751
2025-09-09 00:16:00,22.974337759331153,59.46718069125928
2025-09-09 00:17:00,25.628494665190548,59.21211545392471
2025-09-09 00:18:00,23.183951848957577,59.93729697986301
2025-09-09 00:19:00,22.175392597329417,61.576051980107934
2025-09-09 00:20:00,27.931297537843108,63.16366836442546
2025-09-09 00:21:00,24.54844739902693,56.49124591530304
2025-09-09 00:22:00,25.13505640937585,61.304992176061106
2025-09-09 00:23:00,22.150503627573087,58.19931644383415
2025-09-09 00:24:00,23.911234550949636,59.60051899294631
2025-09-09 00:25:00,25.22184517941973,62.066978604224865
2025-09-09 00:26:00,22.698012845155393,61.27955361561323
2025-09-09 00:27:00,25.751396036691343,57.46881242579571
2025-09-09 00:28:00,23.79872262016239,59.17003127139887
2025-09-09 00:29:00,24.416612500413446,61.650889247662626
2025-09-09 00:30:00,23.796586775541208,59.14097334879512
2025-09-09 00:31:00,28.704556369017876,58.58063899465501
2025-09-09 00:32:00,24.97300555052413,60.10464090454556
2025-09-09 00:33:00,22.8845781420882,59.75451023374426
2025-09-09 00:34:00,26.645089824206377,63.465343266547464
2025-09-09 00:35:00,22.558312700057954,62.488681694607045
2025-09-09 00:36:00,25.41772719000951,55.740851231680026
2025-09-09 00:37:00,21.08065975224045,62.33257875341863
2025-09-09 00:38:00,22.34362790220314,60.00461311936166
2025-09-09 00:39:00,25.393722471738247,61.508005433723326
2025-09-09 00:40:00,26.47693315999082,57.67649194313919
2025-09-09 00:41:00,25.34273656237994,59.59915883587623
2025-09-09 00:42:00,24.768703435223518,61.12562284034916
2025-09-09 00:43:00,24.397792608821423,62.03261408392953
2025-09-09 00:44:00,22.042956019265144,59.07792917625587
2025-09-09 00:45:00,23.560311583210584,60.050841736712805
2025-09-09 00:46:00,24.078722458080424,59.51074814863788
2025-09-09 00:47:00,27.11424445243783,57.63621930863366
2025-09-09 00:48:00,25.687236579136922,63.187290190993735
2025-09-09 00:49:00,21.47391968927453,62.573003577284645
2025-09-09 00:50:00,15.0,90.0
2025-09-09 00:51:00,24.229835439167367,62.22080617452586
2025-09-09 00:52:00,23.646155999388082,64.92123439433122
2025-09-09 00:53:00,26.223352577681737,61.45325423226142
2025-09-09 00:54:00,27.0619990449919,55.93026054559603
2025-09-09 00:55:00,26.862560238232398,58.1002517351513
2025-09-09 00:56:00,23.321564953554724,63.37303982159588
2025-09-09 00:57:00,24.381575248297573,58.893873444613654
2025-09-09 00:58:00,25.662526862807127,60.55637542488889
2025-09-09 00:59:00,26.95109025424472,60.57372297973632
2025-09-09 01:00:00,24.04165152430942,58.62531329468913
2025-09-09 01:01:00,24.628682046672367,60.066608264540214
2025-09-09 01:02:00,22.787330051987944,54.62380029386789
2025-09-09 01:03:00,22.60758675183866,59.147431341412094
2025-09-09 01:04:00,26.625051644788396,58.68233787481948
2025-09-09 01:05:00,27.712480057141647,56.14819360749948
2025-09-09 01:06:00,24.855979756839332,63.33683272944361
2025-09-09 01:07:00,27.007065795784047,56.13618434618671
2025-09-09 01:08:00,25.723272050095268,58.7582750015584
2025-09-09 01:09:00,23.70976049078975,60.90660090917731
2025-09-09 01:10:00,25.722791211016826,62.521150972623815
2025-09-09 01:11:00,28.07607313293194,55.59023913117515
2025-09-09 01:12:00,24.928347921780098,62.362153543419865
2025-09-09 01:13:00,28.129287311628012,58.455822466225165
2025-09-09 01:14:00,19.76050979182051,60.656727801993846
2025-09-09 01:15:00,26.643805008750448,60.102304444151315
2025-09-09 01:16:00,25.17409413647634,60.31107232290877
2025-09-09 01:17:00,24.401985299068265,59.098573596148285
2025-09-09 01:18:00,25.183521553071003,60.04784339344454
2025-09-09 01:19:00,21.024862170798215,61.21694172087737
2025-09-09 01:20:00,24.560656224324976,60.44670657834001
2025-09-09 01:21:00,25.714225143023494,60.96714877753035
2025-09-09 01:22:00,27.955788089483033,61.69413958754919
2025-09-09 01:23:00,23.963459563452705,58.042639220619954
2025-09-09 01:24:00,23.383012794213624,65.07456035220572
2025-09-09 01:25:00,23.996485912830927,56.59758144453953
2025-09-09 01:26:00,26.83080423540415,58.78102769222676
2025-09-09 01:27:00,25.65750221931937,60.847883303309466
2025-09-09 01:28:00,23.940479592465923,61.091743939237105
2025-09-09 01:29:00,26.02653486622671,58.24133352724546
2025-09-09 01:30:00,25.19415509869608,59.48667794993741
2025-09-09 01:31:00,26.937289981065778,58.045353140149444
2025-09-09 01:32:00,23.595893812245293,59.52332357998893
2025-09-09 01:33:00,24.344675706804463,62.02686634063981
2025-09-09 01:34:00,24.215783693735684,61.10613912506225
2025-09-09 01:35:00,22.072970103735763,60.077695757610805
2025-09-09 01:36:00,25.59224055412915,61.503079473801925
